session_id,user_id,session_start_ts,device,channel,campaign_id,variant,is_new_user,has_productview,has_addtocart,has_begincheckout,has_paymentattempt,has_purchase,first,last,min,session_duration_sec,time_to_addtocart_sec,time_to_begincheckout_sec,time_to_purchase_sec,net_amount
S0000027,U000269,2025-10-22T03:44:50,web,organic,C028,A,1,False,False,False,False,False,2025-10-22 03:45:14,2025-10-22 03:45:14,2025-10-22 03:45:14,0.0,0.0,0.0,0.0,0.0
S0000028,,2025-12-26T03:43:45,mobile,paid_social,C029,,0,False,False,False,False,False,2025-12-26 03:44:43,2025-12-26 03:44:43,2025-12-26 03:44:43,0.0,0.0,0.0,0.0,0.0
S0000029,U001581,2026-01-18T09:04:16,mobile,search,C032,,0,False,False,False,False,False,2026-01-18 09:04:27,2026-01-18 09:04:27,2026-01-18 09:04:27,0.0,0.0,0.0,0.0,0.0
S0000030,,2025-12-03T19:44:19,web,paid_social,C028,,0,False,False,False,False,False,2025-12-03 19:46:07,2025-12-03 19:46:07,2025-12-03 19:46:07,0.0,0.0,0.0,0.0,0.0
S0000031,U000891,2025-11-23T20:27:20,mobile,organic,C028,,0,True,True,True,True,True,2025-11-23 20:28:47,2025-11-23 20:30:43,2025-11-23 20:28:47,116.0,0.0,0.0,0.0,0.0
S0000032,,2025-12-14T23:10:31,web,organic,C013,,0,False,False,False,False,False,2025-12-14 23:10:53,2025-12-14 23:10:53,2025-12-14 23:10:53,0.0,0.0,0.0,0.0,0.0
S0000033,U001562,2026-01-01T20:43:24,web,search,C003,,0,True,True,True,True,True,2026-01-01 20:44:46,2026-01-01 20:45:56,2026-01-01 20:44:46,70.0,0.0,0.0,0.0,0.0
S0000034,U001758,2025-11-12T01:31:13,mobile,organic,C038,,0,False,False,False,False,False,2025-11-12 01:32:12,2025-11-12 01:32:12,2025-11-12 01:32:12,0.0,0.0,0.0,0.0,0.0
S0000035,U000990,2025-11-13T00:05:28,mobile,referral,C034,,1,True,True,True,True,True,2025-11-13 00:07:26,2025-11-13 00:08:45,2025-11-13 00:07:26,79.0,0.0,0.0,0.0,0.0
S0000036,U001087,2025-12-15T02:04:50,web,email,C012,,0,True,True,True,True,True,2025-12-15 02:05:13,2025-12-15 02:06:30,2025-12-15 02:05:13,77.0,0.0,0.0,0.0,0.0
S0000037,,2026-01-14T00:42:59,web,organic,C001,,0,True,True,True,True,True,2026-01-14 00:43:35,2026-01-14 00:44:48,2026-01-14 00:43:35,73.0,0.0,0.0,0.0,0.0
S0000038,,2025-11-17T07:12:23,web,paid_social,C040,,0,True,True,True,True,True,2025-11-17 07:13:47,2025-11-17 07:16:37,2025-11-17 07:13:47,170.0,62.0,123.0,0.0,0.0
S0000039,U000318,2025-11-24T08:21:58,web,organic,C004,A,0,True,True,True,True,True,2025-11-24 08:23:18,2025-11-24 08:25:00,2025-11-24 08:23:18,102.0,0.0,0.0,0.0,0.0
S0000040,U000090,2026-01-18T20:10:33,web,referral,C002,B,0,True,True,True,True,True,2026-01-18 20:12:14,2026-01-18 20:12:47,2026-01-18 20:12:14,33.0,0.0,0.0,0.0,0.0
S0000041,U001832,2025-11-06T07:12:57,web,paid_social,C040,B,0,False,False,False,False,False,2025-11-06 07:13:40,2025-11-06 07:13:40,2025-11-06 07:13:40,0.0,0.0,0.0,0.0,0.0
S0000042,U001182,2025-10-28T08:49:38,web,organic,C027,A,0,True,True,True,True,True,2025-10-28 08:50:44,2025-10-28 08:52:07,2025-10-28 08:50:44,83.0,83.0,0.0,0.0,0.0
S0000043,,2025-12-13T12:26:50,mobile,paid_social,C025,,0,False,False,False,False,False,2025-12-13 12:28:48,2025-12-13 12:28:48,2025-12-13 12:28:48,0.0,0.0,0.0,0.0,0.0
S0000044,U001311,2025-10-23T14:59:34,mobile,organic,C025,,0,False,False,False,False,False,2025-10-23 15:00:40,2025-10-23 15:00:40,2025-10-23 15:00:40,0.0,0.0,0.0,0.0,0.0
S0000045,U000908,2025-11-06T16:18:42,mobile,organic,C030,,0,False,False,False,False,False,2025-11-06 16:20:19,2025-11-06 16:20:19,2025-11-06 16:20:19,0.0,0.0,0.0,0.0,0.0
S0000046,U001962,2025-12-16T10:32:52,web,organic,C024,,0,True,True,True,True,True,2025-12-16 10:34:03,2025-12-16 10:35:57,2025-12-16 10:34:03,114.0,0.0,0.0,0.0,0.0
S0000047,U001034,2025-12-19T19:07:22,web,search,C030,,1,False,False,False,False,False,2025-12-19 19:09:02,2025-12-19 19:09:02,2025-12-19 19:09:02,0.0,0.0,0.0,0.0,0.0
S0000048,U001103,2025-12-06T09:05:40,web,organic,C032,A,1,True,True,True,True,True,2025-12-06 09:07:24,2025-12-06 09:08:19,2025-12-06 09:07:24,55.0,0.0,0.0,0.0,0.0
S0000049,U001169,2025-11-24T23:28:18,web,referral,C009,A,0,True,True,True,True,True,2025-11-24 23:30:01,2025-11-24 23:31:35,2025-11-24 23:30:01,94.0,0.0,0.0,0.0,0.0
S0000050,U000347,2025-12-12T07:09:46,web,search,C024,B,0,True,True,True,True,True,2025-12-12 07:11:03,2025-12-12 07:12:01,2025-12-12 07:11:03,58.0,0.0,0.0,0.0,0.0
S0000051,U000382,2025-12-18T08:17:21,web,email,C014,B,0,False,False,False,False,False,2025-12-18 08:18:08,2025-12-18 08:18:08,2025-12-18 08:18:08,0.0,0.0,0.0,0.0,0.0
S0000052,U000397,2026-01-01T18:05:50,mobile,organic,C025,,0,False,False,False,False,False,2026-01-01 18:05:57,2026-01-01 18:05:57,2026-01-01 18:05:57,0.0,0.0,0.0,0.0,0.0
S0000053,U000559,2025-12-31T18:55:04,mobile,email,C007,,0,False,False,False,False,False,2025-12-31 18:55:54,2025-12-31 18:55:54,2025-12-31 18:55:54,0.0,0.0,0.0,0.0,0.0
S0000054,U000352,2025-12-20T06:32:44,web,paid_social,C036,A,0,True,True,True,True,True,2025-12-20 06:34:37,2025-12-20 06:35:13,2025-12-20 06:34:37,36.0,0.0,0.0,0.0,0.0
S0000055,U000494,2026-01-09T22:07:06,web,paid_social,C011,B,1,False,False,False,False,False,2026-01-09 22:08:05,2026-01-09 22:08:05,2026-01-09 22:08:05,0.0,0.0,0.0,0.0,0.0
S0000056,U002065,2026-01-04T20:42:38,mobile,email,C008,,0,True,True,True,True,True,2026-01-04 20:43:31,2026-01-04 20:45:00,2026-01-04 20:43:31,89.0,0.0,0.0,0.0,0.0
S0000057,U000794,2025-11-02T10:23:15,mobile,search,C005,,0,True,True,True,True,True,2025-11-02 10:24:23,2025-11-02 10:26:15,2025-11-02 10:24:23,112.0,0.0,0.0,0.0,0.0
S0000058,U001746,2026-01-15T13:00:13,web,paid_social,C022,A,0,True,True,True,True,True,2026-01-15 13:01:50,2026-01-15 13:03:42,2026-01-15 13:01:50,112.0,0.0,0.0,0.0,0.0
S0000059,U000866,2026-01-09T16:44:22,mobile,email,C015,,1,False,False,False,False,False,2026-01-09 16:45:36,2026-01-09 16:45:36,2026-01-09 16:45:36,0.0,0.0,0.0,0.0,0.0
S0000060,,2025-11-19T07:46:43,web,organic,C029,,0,True,True,True,True,True,2025-11-19 07:48:30,2025-11-19 07:55:04,2025-11-19 07:48:30,394.0,220.0,292.0,394.0,4151.41
S0000061,U001657,2025-10-23T06:10:28,mobile,organic,C017,,0,True,True,True,True,True,2025-10-23 06:12:00,2025-10-23 06:13:32,2025-10-23 06:12:00,92.0,0.0,0.0,0.0,0.0
S0000062,,2025-12-14T19:09:51,mobile,referral,C013,,0,True,True,True,True,True,2025-12-14 19:10:30,2025-12-14 19:12:18,2025-12-14 19:10:30,108.0,0.0,0.0,0.0,0.0
S0000063,U000635,2025-11-29T21:33:29,web,email,C013,A,1,True,True,True,True,True,2025-11-29 21:35:03,2025-11-29 21:35:41,2025-11-29 21:35:03,38.0,0.0,0.0,0.0,0.0
S0000064,U000211,2025-12-27T21:38:24,web,search,C009,A,0,True,True,True,True,True,2025-12-27 21:39:23,2025-12-27 21:40:34,2025-12-27 21:39:23,71.0,0.0,0.0,0.0,0.0
S0000065,U000678,2025-12-07T15:42:41,mobile,email,C028,,1,False,False,False,False,False,2025-12-07 15:44:02,2025-12-07 15:44:02,2025-12-07 15:44:02,0.0,0.0,0.0,0.0,0.0
S0000066,U001545,2025-10-28T07:47:43,mobile,email,C006,,1,False,False,False,False,False,2025-10-28 07:47:54,2025-10-28 07:47:54,2025-10-28 07:47:54,0.0,0.0,0.0,0.0,0.0
S0000067,U001440,2025-11-12T11:06:03,mobile,search,C037,,0,True,True,True,True,True,2025-11-12 11:07:27,2025-11-12 11:08:01,2025-11-12 11:07:27,34.0,0.0,0.0,0.0,0.0
S0000068,U001550,2026-01-08T20:49:38,web,organic,C011,B,0,True,True,True,True,True,2026-01-08 20:50:41,2026-01-08 20:50:51,2026-01-08 20:50:41,10.0,0.0,0.0,0.0,0.0
S0000069,U002186,2025-10-24T19:59:09,mobile,search,C001,,0,True,True,True,True,True,2025-10-24 20:00:31,2025-10-24 20:01:55,2025-10-24 20:00:31,84.0,84.0,0.0,0.0,0.0
S0000070,U000495,2025-12-26T17:46:57,mobile,search,C027,,1,True,True,True,True,True,2025-12-26 17:48:52,2025-12-26 17:49:53,2025-12-26 17:48:52,61.0,0.0,0.0,0.0,0.0
S0000071,U000978,2025-11-16T17:10:26,mobile,organic,C029,,0,True,True,True,True,True,2025-11-16 17:11:07,2025-11-16 17:12:17,2025-11-16 17:11:07,70.0,0.0,0.0,0.0,0.0
S0000072,U001080,2025-12-01T04:16:41,web,referral,C025,A,1,True,True,True,True,True,2025-12-01 04:18:04,2025-12-01 04:20:07,2025-12-01 04:18:04,123.0,123.0,0.0,0.0,0.0
S0000073,,2025-12-08T05:32:52,web,paid_social,C015,,0,True,True,True,True,True,2025-12-08 05:34:29,2025-12-08 05:39:55,2025-12-08 05:34:29,326.0,86.0,175.0,326.0,6602.83
S0000074,U001458,2025-11-12T22:45:06,mobile,email,C007,,0,False,False,False,False,False,2025-11-12 22:45:21,2025-11-12 22:45:21,2025-11-12 22:45:21,0.0,0.0,0.0,0.0,0.0
S0000075,U000108,2025-12-19T02:48:38,web,paid_social,C035,B,1,False,False,False,False,False,2025-12-19 02:49:11,2025-12-19 02:49:11,2025-12-19 02:49:11,0.0,0.0,0.0,0.0,0.0
S0000076,U001975,2025-12-22T20:24:40,web,organic,C020,B,0,False,False,False,False,False,2025-12-22 20:25:10,2025-12-22 20:25:10,2025-12-22 20:25:10,0.0,0.0,0.0,0.0,0.0
S0000077,U000195,2025-10-29T02:18:16,web,paid_social,C020,B,1,True,True,True,True,True,2025-10-29 02:18:38,2025-10-29 02:20:21,2025-10-29 02:18:38,103.0,0.0,0.0,0.0,0.0
S0000078,,2025-11-24T02:15:31,mobile,paid_social,C009,,0,True,True,True,True,True,2025-11-24 02:15:51,2025-11-24 02:17:21,2025-11-24 02:15:51,90.0,0.0,0.0,0.0,0.0
S0000079,U000382,2025-12-27T10:25:52,mobile,paid_social,C032,,0,True,True,True,True,True,2025-12-27 10:26:38,2025-12-27 10:29:21,2025-12-27 10:26:38,163.0,163.0,0.0,0.0,0.0
S0000080,U001963,2025-12-25T09:18:47,mobile,organic,C038,,0,True,True,True,True,True,2025-12-25 09:19:23,2025-12-25 09:21:01,2025-12-25 09:19:23,98.0,0.0,0.0,0.0,0.0
S0000081,U001896,2025-12-09T10:55:09,mobile,email,C026,,0,True,True,True,True,True,2025-12-09 10:56:05,2025-12-09 10:59:34,2025-12-09 10:56:05,209.0,104.0,150.0,209.0,1304.13
S0000082,U002030,2025-12-30T10:21:13,mobile,organic,C029,,0,True,True,True,True,True,2025-12-30 10:21:57,2025-12-30 10:23:29,2025-12-30 10:21:57,92.0,0.0,0.0,0.0,0.0
S0000083,U001834,2025-10-31T03:05:20,web,search,C029,,0,False,False,False,False,False,2025-10-31 03:06:14,2025-10-31 03:06:14,2025-10-31 03:06:14,0.0,0.0,0.0,0.0,0.0
S0000084,U002032,2025-11-01T01:54:44,web,search,C007,B,0,True,True,True,True,True,2025-11-01 01:55:55,2025-11-01 02:02:11,2025-11-01 01:55:55,376.0,147.0,237.0,376.0,12399.47
S0000085,U001038,2025-12-19T14:45:10,mobile,referral,C019,,0,False,False,False,False,False,2025-12-19 14:45:44,2025-12-19 14:45:44,2025-12-19 14:45:44,0.0,0.0,0.0,0.0,0.0
S0000086,U000011,2025-12-22T20:10:38,mobile,organic,C012,,0,True,True,True,True,True,2025-12-22 20:11:08,2025-12-22 20:11:29,2025-12-22 20:11:08,21.0,0.0,0.0,0.0,0.0
S0000087,U000964,2026-01-02T17:57:14,mobile,organic,C017,,1,True,True,True,True,True,2026-01-02 17:58:10,2026-01-02 17:59:54,2026-01-02 17:58:10,104.0,0.0,0.0,0.0,0.0
S0000088,U000487,2025-11-06T17:36:56,web,referral,C035,,0,True,True,True,True,True,2025-11-06 17:38:49,2025-11-06 17:39:42,2025-11-06 17:38:49,53.0,0.0,0.0,0.0,0.0
S0000089,U000539,2025-12-06T22:48:10,mobile,referral,C034,,0,True,True,True,True,True,2025-12-06 22:48:16,2025-12-06 22:49:39,2025-12-06 22:48:16,83.0,0.0,0.0,0.0,0.0
S0000090,U001521,2025-12-19T21:58:18,web,organic,C023,,0,False,False,False,False,False,2025-12-19 21:59:07,2025-12-19 21:59:07,2025-12-19 21:59:07,0.0,0.0,0.0,0.0,0.0
S0000091,U000368,2025-11-10T13:46:02,web,email,C005,,1,False,False,False,False,False,2025-11-10 13:46:18,2025-11-10 13:46:18,2025-11-10 13:46:18,0.0,0.0,0.0,0.0,0.0
S0000092,,2025-12-06T23:08:25,web,referral,C015,,0,False,False,False,False,False,2025-12-06 23:09:26,2025-12-06 23:09:26,2025-12-06 23:09:26,0.0,0.0,0.0,0.0,0.0
S0000093,,2025-12-17T21:37:02,web,organic,C029,,0,False,False,False,False,False,2025-12-17 21:38:55,2025-12-17 21:38:55,2025-12-17 21:38:55,0.0,0.0,0.0,0.0,0.0
S0000094,,2025-11-09T17:47:13,web,paid_social,C024,,0,False,False,False,False,False,2025-11-09 17:48:56,2025-11-09 17:48:56,2025-11-09 17:48:56,0.0,0.0,0.0,0.0,0.0
S0000095,,2025-11-24T05:47:35,mobile,organic,C023,,0,True,True,True,True,True,2025-11-24 05:47:52,2025-11-24 05:48:33,2025-11-24 05:47:52,41.0,0.0,0.0,0.0,0.0
S0000096,U001679,2025-11-09T21:52:04,web,email,C016,A,1,True,True,True,True,True,2025-11-09 21:53:05,2025-11-09 21:54:34,2025-11-09 21:53:05,89.0,0.0,0.0,0.0,0.0
S0000097,,2026-01-10T16:55:58,mobile,organic,C039,,0,True,True,True,True,True,2026-01-10 16:57:53,2026-01-10 16:58:04,2026-01-10 16:57:53,11.0,0.0,0.0,0.0,0.0
S0000098,U000063,2025-11-11T18:03:42,web,paid_social,C037,A,1,False,False,False,False,False,2025-11-11 18:04:19,2025-11-11 18:04:19,2025-11-11 18:04:19,0.0,0.0,0.0,0.0,0.0
S0000099,U001732,2025-11-01T07:34:44,web,email,C026,A,0,True,True,True,True,True,2025-11-01 07:36:13,2025-11-01 07:41:15,2025-11-01 07:36:13,302.0,139.0,181.0,302.0,14081.92
S0000100,U000982,2025-10-24T14:30:41,web,organic,C035,B,0,True,True,True,True,True,2025-10-24 14:32:14,2025-10-24 14:33:40,2025-10-24 14:32:14,86.0,0.0,0.0,0.0,0.0
S0000101,U000586,2025-10-25T11:40:32,web,paid_social,C008,B,1,True,True,True,True,True,2025-10-25 11:40:47,2025-10-25 11:41:42,2025-10-25 11:40:47,55.0,0.0,0.0,0.0,0.0
S0000102,,2025-11-07T16:24:08,web,organic,C007,,0,False,False,False,False,False,2025-11-07 16:24:24,2025-11-07 16:24:24,2025-11-07 16:24:24,0.0,0.0,0.0,0.0,0.0
S0000103,U001891,2025-12-15T04:18:23,web,organic,C029,B,1,False,False,False,False,False,2025-12-15 04:18:52,2025-12-15 04:18:52,2025-12-15 04:18:52,0.0,0.0,0.0,0.0,0.0
S0000104,U000969,2025-10-23T00:41:59,web,referral,C028,B,1,True,True,True,True,True,2025-10-23 00:42:11,2025-10-23 00:43:18,2025-10-23 00:42:11,67.0,0.0,0.0,0.0,0.0
S0000105,U000976,2025-11-16T05:56:34,web,referral,C010,B,0,False,False,False,False,False,2025-11-16 05:57:45,2025-11-16 05:57:45,2025-11-16 05:57:45,0.0,0.0,0.0,0.0,0.0
S0000106,U002007,2025-10-26T16:12:59,mobile,paid_social,C034,,0,False,False,False,False,False,2025-10-26 16:14:54,2025-10-26 16:14:54,2025-10-26 16:14:54,0.0,0.0,0.0,0.0,0.0
S0000107,U000421,2025-11-26T18:28:44,unknown,email,C030,,1,False,False,False,False,False,2025-11-26 18:30:27,2025-11-26 18:30:27,2025-11-26 18:30:27,0.0,0.0,0.0,0.0,0.0
S0000108,U000900,2025-10-25T19:30:06,web,organic,C009,B,0,True,True,True,True,True,2025-10-25 19:30:18,2025-10-25 19:35:56,2025-10-25 19:30:18,338.0,150.0,224.0,338.0,7887.78
S0000109,U001255,2025-12-15T02:51:59,web,search,C025,A,1,True,True,True,True,True,2025-12-15 02:52:48,2025-12-15 02:53:30,2025-12-15 02:52:48,42.0,0.0,0.0,0.0,0.0
S0000110,U000763,2025-12-22T09:34:21,web,email,C035,A,0,False,False,False,False,False,2025-12-22 09:35:28,2025-12-22 09:35:28,2025-12-22 09:35:28,0.0,0.0,0.0,0.0,0.0
S0000111,,2025-12-26T06:15:54,mobile,email,C031,,0,True,True,True,True,True,2025-12-26 06:17:43,2025-12-26 06:18:34,2025-12-26 06:17:43,51.0,0.0,0.0,0.0,0.0
S0000112,,2025-11-10T15:09:28,web,search,C017,,0,True,True,True,True,True,2025-11-10 15:10:40,2025-11-10 15:10:48,2025-11-10 15:10:40,8.0,0.0,0.0,0.0,0.0
S0000113,U000587,2026-01-07T14:32:11,mobile,organic,C033,,1,False,False,False,False,False,2026-01-07 14:33:11,2026-01-07 14:33:11,2026-01-07 14:33:11,0.0,0.0,0.0,0.0,0.0
S0000114,U000788,2025-12-22T13:35:54,mobile,paid_social,C013,,0,True,True,True,True,True,2025-12-22 13:37:28,2025-12-22 13:38:58,2025-12-22 13:37:28,90.0,0.0,0.0,0.0,0.0
S0000115,U001843,2025-10-26T12:56:26,web,organic,C039,B,1,True,True,True,True,True,2025-10-26 12:56:50,2025-10-26 12:57:12,2025-10-26 12:56:50,22.0,0.0,0.0,0.0,0.0
S0000116,U000742,2025-11-30T02:37:56,mobile,email,C040,,1,False,False,False,False,False,2025-11-30 02:39:15,2025-11-30 02:39:15,2025-11-30 02:39:15,0.0,0.0,0.0,0.0,0.0
S0000117,U000355,2025-12-29T12:55:48,mobile,organic,C013,,0,True,True,True,True,True,2025-12-29 12:57:14,2025-12-29 12:59:00,2025-12-29 12:57:14,106.0,0.0,0.0,0.0,0.0
S0000118,,2025-11-18T10:06:25,mobile,search,C028,,0,True,True,True,True,True,2025-11-18 10:08:16,2025-11-18 10:08:26,2025-11-18 10:08:16,10.0,0.0,0.0,0.0,0.0
S0000119,U000774,2025-11-24T18:44:35,mobile,organic,C039,,1,False,False,False,False,False,2025-11-24 18:45:44,2025-11-24 18:45:44,2025-11-24 18:45:44,0.0,0.0,0.0,0.0,0.0
S0000120,U002024,2025-12-17T02:31:13,web,paid_social,C012,B,1,False,False,False,False,False,2025-12-17 02:32:41,2025-12-17 02:32:41,2025-12-17 02:32:41,0.0,0.0,0.0,0.0,0.0
S0000121,U000240,2025-10-26T10:24:53,web,referral,C029,,0,True,True,True,True,True,2025-10-26 10:25:20,2025-10-26 10:25:37,2025-10-26 10:25:20,17.0,0.0,0.0,0.0,0.0
S0000122,U000049,2026-01-16T11:09:21,web,search,C022,,0,False,False,False,False,False,2026-01-16 11:09:58,2026-01-16 11:09:58,2026-01-16 11:09:58,0.0,0.0,0.0,0.0,0.0
S0000123,U002028,2025-11-06T03:27:18,mobile,referral,C018,,1,True,True,True,True,True,2025-11-06 03:28:06,2025-11-06 03:31:15,2025-11-06 03:28:06,189.0,189.0,0.0,0.0,0.0
S0000124,U000217,2025-10-23T20:11:15,web,search,C026,A,1,False,False,False,False,False,2025-10-23 20:12:34,2025-10-23 20:12:34,2025-10-23 20:12:34,0.0,0.0,0.0,0.0,0.0
S0000125,U000019,2025-10-21T22:04:25,web,organic,C020,B,1,False,False,False,False,False,2025-10-21 22:06:16,2025-10-21 22:06:16,2025-10-21 22:06:16,0.0,0.0,0.0,0.0,0.0
S0000126,,2025-11-26T09:36:48,mobile,email,C029,,0,False,False,False,False,False,2025-11-26 09:38:21,2025-11-26 09:38:21,2025-11-26 09:38:21,0.0,0.0,0.0,0.0,0.0
S0000127,U000698,2026-01-09T00:33:48,web,organic,C039,B,0,True,True,True,True,True,2026-01-09 00:35:42,2026-01-09 00:36:56,2026-01-09 00:35:42,74.0,0.0,0.0,0.0,0.0
S0000128,U001067,2026-01-03T05:15:44,web,organic,C009,A,1,False,False,False,False,False,2026-01-03 05:17:05,2026-01-03 05:17:05,2026-01-03 05:17:05,0.0,0.0,0.0,0.0,0.0
S0000129,U000899,2026-01-11T12:35:42,web,paid_social,C008,B,0,True,True,True,True,True,2026-01-11 12:35:57,2026-01-11 12:39:42,2026-01-11 12:35:57,225.0,72.0,127.0,225.0,4367.9
S0000130,,2025-12-08T11:32:45,mobile,organic,C025,,0,False,False,False,False,False,2025-12-08 11:33:22,2025-12-08 11:33:22,2025-12-08 11:33:22,0.0,0.0,0.0,0.0,0.0
S0000131,U001059,2025-11-30T19:52:04,web,email,C039,B,0,True,True,True,True,True,2025-11-30 19:52:59,2025-11-30 19:53:32,2025-11-30 19:52:59,33.0,0.0,0.0,0.0,0.0
S0000132,U000572,2025-11-25T04:02:09,web,search,C034,B,1,False,False,False,False,False,2025-11-25 04:02:31,2025-11-25 04:02:31,2025-11-25 04:02:31,0.0,0.0,0.0,0.0,0.0
S0000133,U000495,2025-10-25T14:50:21,unknown,organic,C017,,1,False,False,False,False,False,2025-10-25 14:52:03,2025-10-25 14:52:03,2025-10-25 14:52:03,0.0,0.0,0.0,0.0,0.0
