session_id,session_start_ts,variant,device,channel,segment,is_new_user,has_productview,has_addtocart,has_begincheckout,has_paymentattempt,has_purchase,net_amount
S0000257,2025-12-09T20:07:51,A,web,search,regular,1,True,False,False,False,False,0.0
S0000258,2025-10-21T20:11:13,A,web,organic,premium,0,True,False,False,False,False,0.0
S0000263,2025-12-03T08:01:10,B,web,search,regular,0,True,False,False,False,False,0.0
S0000264,2025-12-27T10:52:57,A,web,referral,regular,0,True,False,False,False,False,0.0
S0000267,2025-11-20T15:20:11,A,web,search,value,0,False,False,False,False,False,0.0
S0000270,2025-11-03T07:39:32,B,web,search,regular,0,True,False,False,False,False,0.0
S0000271,2026-01-17T07:47:29,A,web,email,value,0,True,False,False,False,False,0.0
S0000273,2025-10-22T08:20:01,A,web,organic,regular,1,False,False,False,False,False,0.0
S0000275,2025-12-16T06:35:20,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0000276,2025-11-06T14:37:37,A,web,organic,regular,0,False,False,False,False,False,0.0
S0000279,2025-10-29T21:44:49,B,web,search,premium,0,True,False,False,False,False,0.0
S0000285,2026-01-05T01:57:42,B,web,organic,regular,1,False,False,False,False,False,0.0
S0000286,2025-10-30T21:59:31,A,web,email,value,0,False,False,False,False,False,0.0
S0000291,2025-12-14T07:05:08,A,web,organic,regular,0,True,True,True,True,False,0.0
S0000292,2025-12-15T02:58:09,B,web,search,value,1,True,False,False,False,False,0.0
S0000299,2025-11-21T15:26:20,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0000301,2025-11-03T00:59:02,A,web,organic,regular,1,True,False,False,False,False,0.0
S0000305,2025-11-05T07:43:32,A,web,organic,value,1,False,False,False,False,False,0.0
S0000316,2025-11-06T17:41:25,B,web,search,value,1,False,False,False,False,False,0.0
S0000317,2025-11-19T03:20:37,B,web,organic,regular,1,True,True,False,False,False,0.0
S0000320,2025-10-25T09:27:39,B,web,email,value,1,True,False,False,False,False,0.0
S0000332,2025-11-09T18:03:08,A,web,organic,value,0,True,True,True,True,False,0.0
S0000333,2025-11-02T01:39:51,A,web,organic,value,0,True,False,False,False,False,0.0
S0000336,2026-01-08T13:49:14,A,web,email,regular,0,False,False,False,False,False,0.0
S0000339,2025-12-28T01:28:03,B,web,paid_social,regular,0,True,False,False,False,False,0.0
S0000340,2025-12-25T18:44:02,A,web,organic,value,0,True,True,False,False,False,0.0
S0000341,2025-10-31T09:18:45,A,web,paid_social,premium,1,False,False,False,False,False,0.0
S0000349,2025-12-05T09:25:49,A,web,email,regular,1,False,False,False,False,False,0.0
S0000350,2025-12-16T13:55:06,A,web,email,regular,1,False,False,False,False,False,0.0
S0000359,2025-10-23T12:51:35,A,web,email,value,1,False,False,False,False,False,0.0
S0000362,2026-01-04T23:50:00,B,web,search,regular,0,False,False,False,False,False,0.0
S0000364,2025-10-22T16:26:32,A,web,email,value,0,True,True,False,False,False,0.0
S0000365,2025-11-25T08:50:02,B,web,organic,value,0,False,False,False,False,False,0.0
S0000368,2026-01-08T23:16:06,A,web,paid_social,regular,0,True,True,False,False,False,0.0
S0000378,2025-12-07T16:03:46,A,web,organic,regular,0,True,False,False,False,False,0.0
S0000379,2026-01-11T02:13:45,B,web,search,value,0,True,False,False,False,False,0.0
S0000384,2025-12-10T13:45:15,A,web,organic,regular,1,True,False,False,False,False,0.0
S0000386,2025-12-25T01:38:40,B,web,organic,regular,0,True,False,False,False,False,0.0
S0000389,2025-11-10T17:35:10,B,web,email,value,0,False,False,False,False,False,0.0
S0000393,2026-01-02T06:32:15,B,web,paid_social,value,0,True,True,True,True,False,0.0
S0000395,2026-01-04T02:14:21,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000396,2025-11-05T01:33:22,A,web,paid_social,value,1,True,False,False,False,False,0.0
S0000397,2025-12-05T03:59:19,A,web,organic,regular,0,False,False,False,False,False,0.0
S0000398,2025-12-20T11:33:56,B,web,referral,regular,0,True,True,True,True,True,2739.1
S0000399,2025-10-30T17:53:54,A,web,organic,regular,0,True,False,False,False,False,0.0
S0000404,2025-10-24T16:46:42,B,web,paid_social,regular,1,True,False,False,False,False,0.0
S0000406,2025-11-02T23:54:39,B,web,organic,value,1,False,False,False,False,False,0.0
S0000409,2025-12-29T20:00:26,B,web,organic,regular,1,False,False,False,False,False,0.0
S0000411,2026-01-02T00:52:28,A,web,search,value,1,True,False,False,False,False,0.0
S0000414,2025-11-19T20:38:24,A,web,organic,value,1,True,False,False,False,False,0.0
S0000417,2025-11-22T19:04:31,A,web,email,value,0,True,False,False,False,False,0.0
S0000420,2025-11-19T19:01:02,B,web,referral,premium,1,True,False,False,False,False,0.0
S0000421,2026-01-06T21:37:04,A,web,search,regular,0,True,True,True,True,False,0.0
S0000422,2025-10-22T09:16:15,B,web,email,value,1,False,False,False,False,False,0.0
S0000423,2025-11-29T16:26:59,B,web,search,value,0,False,False,False,False,False,0.0
S0000424,2026-01-14T07:06:35,B,web,search,value,0,True,True,False,False,False,0.0
S0000425,2025-12-09T06:40:14,A,web,search,value,0,True,False,False,False,False,0.0
S0000428,2025-10-28T02:13:38,B,web,organic,premium,1,True,False,False,False,False,0.0
S0000431,2025-11-01T20:14:48,B,web,search,regular,1,False,False,False,False,False,0.0
S0000443,2025-11-09T08:55:05,B,web,paid_social,regular,1,True,False,False,False,False,0.0
S0000452,2025-12-07T02:38:48,B,web,paid_social,value,1,True,True,False,False,False,0.0
S0000454,2025-10-22T04:53:41,A,web,search,value,1,True,False,False,False,False,0.0
S0000457,2025-12-21T06:39:45,B,web,paid_social,value,0,False,False,False,False,False,0.0
S0000460,2025-10-25T09:47:55,A,web,paid_social,regular,1,False,False,False,False,False,0.0
S0000465,2025-12-31T14:13:21,A,web,organic,value,0,True,False,False,False,False,0.0
S0000469,2025-12-10T21:44:30,B,web,organic,value,0,True,False,False,False,False,0.0
S0000471,2025-12-08T23:16:17,A,web,search,regular,1,False,False,False,False,False,0.0
S0000475,2026-01-03T19:35:31,A,web,search,regular,0,True,False,False,False,False,0.0
S0000477,2025-11-03T15:25:19,B,web,search,regular,0,False,False,False,False,False,0.0
S0000480,2026-01-09T07:19:47,A,web,paid_social,regular,0,True,False,False,False,False,0.0
S0000481,2025-11-07T11:45:41,B,web,email,premium,0,True,True,False,False,False,0.0
S0000483,2025-12-22T05:52:45,B,web,organic,value,0,True,False,False,False,False,0.0
S0000484,2025-10-29T10:35:57,B,web,referral,value,0,True,False,False,False,False,0.0
S0000486,2025-11-14T13:43:51,B,web,email,value,0,False,False,False,False,False,0.0
S0000487,2025-12-19T22:11:47,B,web,organic,premium,0,True,False,False,False,False,0.0
S0000490,2025-11-09T13:58:22,A,web,paid_social,regular,1,False,False,False,False,False,0.0
S0000492,2025-10-25T10:56:32,A,web,paid_social,value,0,True,True,True,True,True,9084.09
S0000498,2026-01-14T19:30:44,A,web,paid_social,regular,0,False,False,False,False,False,0.0
S0000500,2025-11-17T20:58:31,A,web,organic,value,0,True,False,False,False,False,0.0
S0000507,2026-01-02T06:09:14,B,web,paid_social,regular,0,True,False,False,False,False,0.0
S0000508,2025-12-19T01:34:25,A,web,organic,value,0,True,False,False,False,False,0.0
S0000509,2025-12-29T16:27:10,B,web,email,value,0,True,True,True,True,False,0.0
S0000514,2025-12-06T11:29:57,A,web,organic,regular,1,True,False,False,False,False,0.0
S0000517,2025-11-22T16:55:48,A,web,organic,value,0,True,False,False,False,False,0.0
S0000518,2025-10-22T06:37:49,B,web,organic,value,1,False,False,False,False,False,0.0
S0000520,2025-10-21T16:33:21,B,web,paid_social,regular,1,True,True,False,False,False,0.0
S0000521,2025-12-11T07:00:34,A,web,paid_social,value,0,False,False,False,False,False,0.0
S0000526,2025-10-26T18:58:14,A,web,organic,premium,0,True,False,False,False,False,0.0
S0000528,2026-01-01T16:50:25,B,web,search,regular,1,True,False,False,False,False,0.0
S0000532,2025-12-27T00:05:25,A,web,organic,regular,0,False,False,False,False,False,0.0
S0000533,2025-12-25T15:13:53,A,web,organic,regular,0,True,False,False,False,False,0.0
S0000534,2025-12-26T20:40:28,A,web,paid_social,regular,0,True,True,False,False,False,0.0
S0000536,2025-10-27T03:14:33,A,web,referral,value,1,True,True,True,True,False,0.0
S0000540,2025-11-20T13:32:42,A,web,search,premium,1,False,False,False,False,False,0.0
S0000541,2025-11-15T04:49:44,B,web,paid_social,regular,0,False,False,False,False,False,0.0
S0000542,2025-12-30T18:30:16,A,web,organic,regular,0,True,False,False,False,False,0.0
S0000545,2025-11-06T09:11:04,B,web,referral,premium,0,True,False,False,False,False,0.0
S0000548,2025-11-17T09:31:07,B,web,search,premium,1,True,False,False,False,False,0.0
S0000550,2025-11-11T15:16:34,B,web,organic,regular,0,True,False,False,False,False,0.0
S0000553,2025-12-31T03:22:33,B,web,paid_social,value,1,True,False,False,False,False,0.0
S0000554,2025-10-25T16:53:25,A,web,search,regular,0,True,False,False,False,False,0.0
S0000558,2025-12-31T13:25:42,B,web,search,value,0,False,False,False,False,False,0.0
S0000561,2025-11-18T20:43:54,A,web,paid_social,regular,1,True,True,True,True,True,17711.86
S0000570,2025-10-27T10:11:25,A,web,paid_social,value,1,False,False,False,False,False,0.0
S0000571,2025-11-12T08:11:17,A,web,organic,regular,1,True,False,False,False,False,0.0
S0000572,2025-11-17T12:25:44,A,web,referral,value,1,True,True,True,True,True,14770.29
S0000574,2025-12-03T00:32:13,B,web,paid_social,premium,0,False,False,False,False,False,0.0
S0000577,2025-11-10T12:47:00,B,web,search,regular,0,True,False,False,False,False,0.0
S0000578,2025-12-23T03:03:12,A,web,paid_social,regular,0,False,False,False,False,False,0.0
S0000579,2026-01-06T02:23:44,A,web,organic,value,0,True,True,True,True,False,0.0
S0000585,2025-12-02T15:54:04,A,web,paid_social,regular,1,True,False,False,False,False,0.0
S0000594,2026-01-09T13:41:57,A,web,email,regular,0,True,False,False,False,False,0.0
S0000595,2026-01-09T16:41:06,B,web,search,value,0,True,False,False,False,False,0.0
S0000598,2025-11-17T21:50:37,B,web,email,value,0,False,False,False,False,False,0.0
S0000600,2026-01-05T13:55:07,A,web,paid_social,regular,1,True,False,False,False,False,0.0
S0000603,2025-12-20T08:32:44,B,web,search,regular,0,True,False,False,False,False,0.0
S0000605,2025-11-28T14:26:52,A,web,organic,premium,1,True,False,False,False,False,0.0
S0000607,2026-01-18T07:17:54,B,web,search,value,0,True,True,True,True,True,7716.68
S0000610,2025-12-15T10:15:02,A,web,organic,regular,0,False,False,False,False,False,0.0
S0000612,2026-01-07T15:53:45,A,web,search,value,1,True,True,False,False,False,0.0
S0000619,2025-12-04T09:48:12,B,web,referral,regular,0,True,False,False,False,False,0.0
S0000621,2026-01-19T08:31:58,B,web,search,premium,1,True,False,False,False,False,0.0
S0000624,2025-11-21T14:46:27,A,web,organic,regular,0,True,False,False,False,False,0.0
S0000625,2025-12-06T05:49:54,A,web,organic,regular,1,False,False,False,False,False,0.0
S0000626,2026-01-17T02:59:49,B,web,paid_social,value,0,True,True,False,False,False,0.0
S0000627,2025-11-28T00:08:07,A,web,email,regular,0,True,False,False,False,False,0.0
S0000629,2025-12-07T18:42:45,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000630,2025-11-10T14:20:01,B,web,search,value,0,True,True,False,False,False,0.0
S0000640,2025-12-10T10:42:01,A,web,paid_social,premium,0,True,True,False,False,False,0.0
S0000642,2025-11-07T10:14:50,A,web,organic,regular,1,True,False,False,False,False,0.0
S0000644,2025-12-14T19:35:26,B,web,paid_social,value,0,False,False,False,False,False,0.0
S0000651,2026-01-15T03:24:30,A,web,paid_social,regular,0,True,False,False,False,False,0.0
S0000654,2025-12-09T11:09:21,B,web,paid_social,regular,1,True,False,False,False,False,0.0
S0000656,2025-11-22T18:49:56,B,web,search,premium,0,True,True,True,True,True,3920.69
S0000661,2025-12-27T06:25:18,B,web,email,regular,0,False,False,False,False,False,0.0
S0000666,2025-12-21T02:43:33,B,web,paid_social,regular,0,False,False,False,False,False,0.0
S0000671,2025-12-21T14:36:01,A,web,organic,regular,0,True,False,False,False,False,0.0
S0000674,2025-12-31T17:38:11,A,web,email,value,0,False,False,False,False,False,0.0
S0000679,2025-10-23T04:48:36,B,web,email,value,0,True,False,False,False,False,0.0
S0000681,2025-11-12T10:42:00,B,web,paid_social,regular,1,True,True,True,True,True,7249.5
S0000683,2025-12-30T06:21:06,A,web,organic,premium,1,True,False,False,False,False,0.0
S0000691,2026-01-02T23:19:16,A,web,email,regular,0,True,True,False,False,False,0.0
S0000692,2025-12-29T03:34:38,B,web,organic,value,1,True,True,True,True,True,2583.18
S0000694,2025-12-17T14:59:22,A,web,search,value,0,False,False,False,False,False,0.0
S0000695,2025-12-14T13:48:03,B,web,paid_social,regular,1,True,False,False,False,False,0.0
S0000696,2025-11-03T07:50:44,A,web,organic,regular,0,True,False,False,False,False,0.0
S0000698,2025-12-21T22:18:05,A,web,organic,premium,0,True,False,False,False,False,0.0
S0000700,2025-12-12T07:21:01,A,web,search,value,1,True,False,False,False,False,0.0
S0000703,2025-11-30T02:13:31,B,web,email,value,0,True,True,False,False,False,0.0
S0000704,2025-10-26T07:35:15,A,web,organic,regular,0,True,False,False,False,False,0.0
S0000705,2025-11-26T03:01:28,A,web,paid_social,regular,1,True,False,False,False,False,0.0
S0000714,2025-12-30T19:46:02,A,web,referral,value,0,False,False,False,False,False,0.0
S0000735,2025-12-31T01:36:58,B,web,paid_social,premium,0,False,False,False,False,False,0.0
S0000736,2025-11-28T18:25:52,B,web,organic,regular,0,True,False,False,False,False,0.0
S0000737,2025-12-15T09:58:41,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000740,2025-11-15T21:31:54,B,web,organic,premium,0,False,False,False,False,False,0.0
S0000744,2025-11-11T05:11:43,B,web,paid_social,value,0,True,False,False,False,False,0.0
S0000763,2025-12-30T15:53:42,A,web,referral,premium,0,True,False,False,False,False,0.0
S0000765,2025-11-06T03:28:43,A,web,organic,value,0,False,False,False,False,False,0.0
S0000768,2026-01-17T00:44:37,B,web,paid_social,regular,0,False,False,False,False,False,0.0
S0000772,2025-11-13T00:26:38,A,web,paid_social,regular,0,True,False,False,False,False,0.0
S0000776,2025-12-02T13:20:31,A,web,referral,regular,0,True,True,True,True,True,7166.76
S0000779,2025-12-12T00:49:17,A,web,referral,premium,1,True,False,False,False,False,0.0
S0000780,2025-12-29T12:02:38,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000787,2026-01-10T02:14:56,B,web,organic,regular,1,True,False,False,False,False,0.0
S0000788,2026-01-17T02:44:10,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000789,2025-10-26T02:21:00,A,web,referral,regular,1,True,False,False,False,False,0.0
S0000790,2026-01-01T01:23:18,A,web,paid_social,value,0,True,True,True,True,False,0.0
S0000793,2025-12-17T14:30:48,B,web,organic,premium,1,False,False,False,False,False,0.0
S0000797,2025-12-17T17:08:06,A,web,search,regular,0,True,True,False,False,False,0.0
S0000798,2025-11-13T05:32:13,A,web,organic,regular,0,False,False,False,False,False,0.0
S0000799,2025-11-30T22:38:58,B,web,paid_social,value,1,True,False,False,False,False,0.0
S0000802,2026-01-10T11:32:10,A,web,paid_social,premium,1,True,False,False,False,False,0.0
S0000804,2025-11-21T09:57:13,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0000808,2025-11-23T08:58:59,B,web,organic,regular,0,True,True,False,False,False,0.0
S0000809,2025-10-26T03:24:25,A,web,search,regular,0,False,False,False,False,False,0.0
S0000813,2025-12-28T11:38:28,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000816,2025-10-22T23:55:10,A,web,organic,premium,1,True,True,False,False,False,0.0
S0000817,2025-12-30T20:00:08,B,web,search,value,0,True,False,False,False,False,0.0
S0000819,2025-12-30T21:14:03,B,web,referral,value,0,True,False,False,False,False,0.0
S0000820,2025-11-05T02:11:57,B,web,search,regular,0,True,False,False,False,False,0.0
S0000821,2025-11-27T02:36:36,B,web,paid_social,regular,0,False,False,False,False,False,0.0
S0000822,2026-01-12T03:58:54,B,web,referral,value,0,False,False,False,False,False,0.0
S0000826,2025-12-13T22:46:28,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000830,2025-10-23T03:57:20,B,web,search,premium,0,True,False,False,False,False,0.0
S0000833,2025-11-29T11:15:45,A,web,paid_social,regular,0,False,False,False,False,False,0.0
S0000838,2025-12-23T01:06:33,A,web,organic,value,0,True,True,True,True,True,9006.1
S0000839,2025-10-27T07:46:23,B,web,search,premium,1,True,True,True,True,True,6946.98
S0000845,2025-12-30T05:44:40,A,web,email,regular,0,True,True,True,True,False,0.0
S0000847,2026-01-15T13:23:18,A,web,paid_social,value,0,False,False,False,False,False,0.0
S0000848,2026-01-12T17:17:26,A,web,search,premium,0,False,False,False,False,False,0.0
S0000850,2025-11-04T20:46:07,B,web,search,value,0,True,False,False,False,False,0.0
S0000854,2025-12-13T06:48:28,B,web,organic,value,0,False,False,False,False,False,0.0
S0000856,2025-12-10T12:21:51,B,web,search,premium,1,True,False,False,False,False,0.0
S0000858,2026-01-12T15:59:56,A,web,referral,value,0,True,True,False,False,False,0.0
S0000860,2026-01-12T23:23:54,A,web,referral,regular,0,False,False,False,False,False,0.0
S0000870,2026-01-02T07:01:45,A,web,email,premium,0,True,False,False,False,False,0.0
S0000878,2025-12-11T15:28:23,B,web,organic,regular,1,False,False,False,False,False,0.0
S0000879,2025-12-06T17:55:03,B,web,organic,value,0,False,False,False,False,False,0.0
S0000887,2025-10-29T06:12:18,A,web,email,value,1,True,False,False,False,False,0.0
S0000889,2025-11-27T19:34:23,A,web,search,regular,1,True,False,False,False,False,0.0
S0000892,2025-11-29T05:50:02,B,web,search,value,1,True,False,False,False,False,0.0
S0000894,2025-12-15T05:26:30,B,web,paid_social,value,0,True,False,False,False,False,0.0
S0000899,2026-01-02T03:40:47,B,web,organic,value,0,True,False,False,False,False,0.0
S0000900,2025-12-15T21:48:31,B,web,search,value,0,True,False,False,False,False,0.0
S0000902,2026-01-01T15:24:18,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000903,2025-12-01T09:22:54,B,web,organic,regular,0,False,False,False,False,False,0.0
S0000904,2025-11-10T22:35:38,A,web,referral,premium,0,True,False,False,False,False,0.0
S0000907,2026-01-10T05:57:22,B,web,organic,value,0,True,False,False,False,False,0.0
S0000908,2025-12-26T05:26:46,B,web,paid_social,regular,0,True,True,True,True,False,0.0
S0000910,2026-01-08T03:28:54,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0000911,2025-12-31T16:22:22,A,web,organic,regular,0,False,False,False,False,False,0.0
S0000912,2025-11-29T07:22:39,B,web,search,premium,0,True,False,False,False,False,0.0
S0000914,2025-11-24T01:02:38,B,web,referral,regular,0,True,False,False,False,False,0.0
S0000915,2026-01-13T12:11:56,A,web,email,value,0,False,False,False,False,False,0.0
S0000916,2026-01-14T20:36:41,B,web,email,regular,0,False,False,False,False,False,0.0
S0000928,2025-12-04T04:41:14,A,web,search,regular,0,False,False,False,False,False,0.0
S0000930,2026-01-11T03:07:50,A,web,referral,value,0,False,False,False,False,False,0.0
S0000931,2025-12-12T11:17:14,A,web,referral,value,0,True,False,False,False,False,0.0
S0000932,2025-12-05T03:18:59,A,web,search,regular,1,True,False,False,False,False,0.0
S0000933,2025-12-21T21:30:05,A,web,paid_social,value,0,False,False,False,False,False,0.0
S0000936,2026-01-06T09:37:00,A,web,organic,regular,1,False,False,False,False,False,0.0
S0000937,2025-12-15T02:15:41,B,web,search,value,0,False,False,False,False,False,0.0
