user_id,signup_date,city_tier,segment,preferred_device,lifetime_sessions,lifetime_orders,first_order_date,last_order_date,repeat_rate,lifetime_revenue,user_value_band
U000061,2025-08-08,1,value,mobile,2.0,0.0,,,False,0.0,
U000062,2025-11-13,3,value,mobile,3.0,0.0,,,False,0.0,
U000063,2026-01-02,3,value,mobile,5.0,0.0,,,False,0.0,
U000064,2025-08-25,3,value,mobile,4.0,0.0,,,False,0.0,
U000065,2025-08-29,2,value,web,5.0,1.0,2025-12-01T23:31:23,2025-12-01T23:31:23,False,2272.9,high
U000066,2025-12-19,2,premium,web,5.0,1.0,2025-12-14T09:32:12,2025-12-14T09:32:12,False,18171.94,high
U000067,2025-12-28,2,value,mobile,3.0,1.0,2025-10-28T09:25:31,2025-10-28T09:25:31,False,14428.02,high
U000068,2026-01-01,2,premium,mobile,1.0,0.0,,,False,0.0,
U000069,2025-08-24,2,premium,web,4.0,0.0,,,False,0.0,
U000070,2025-07-18,1,value,web,7.0,1.0,2026-01-04T00:18:42,2026-01-04T00:18:42,False,7896.56,high
U000071,2025-09-23,1,regular,mobile,3.0,0.0,,,False,0.0,
U000072,2025-08-24,3,regular,mobile,2.0,0.0,,,False,0.0,
U000073,2025-12-26,2,regular,mobile,2.0,0.0,,,False,0.0,
U000074,2025-07-01,3,value,web,2.0,0.0,,,False,0.0,
U000075,2025-11-03,1,value,mobile,3.0,0.0,,,False,0.0,
U000076,2025-12-30,2,value,mobile,4.0,0.0,,,False,0.0,
U000077,2026-01-14,1,regular,web,6.0,0.0,,,False,0.0,
U000078,2025-11-06,2,premium,web,2.0,0.0,,,False,0.0,
U000079,2026-01-08,1,regular,mobile,4.0,0.0,,,False,0.0,
U000080,2025-07-09,1,regular,web,8.0,0.0,,,False,0.0,
U000081,2025-09-06,3,premium,mobile,5.0,0.0,,,False,0.0,
U000082,2025-06-25,2,regular,mobile,6.0,1.0,2026-01-12T11:52:48,2026-01-12T11:52:48,False,8970.92,high
U000083,2026-01-15,2,value,mobile,4.0,0.0,,,False,0.0,
U000084,2025-12-30,2,premium,web,2.0,0.0,,,False,0.0,
U000085,2025-06-29,2,regular,mobile,1.0,0.0,,,False,0.0,
U000086,2025-06-27,2,value,web,5.0,0.0,,,False,0.0,
U000087,2025-09-08,1,regular,mobile,1.0,0.0,,,False,0.0,
U000088,2025-08-16,3,premium,web,8.0,0.0,,,False,0.0,
U000089,2025-12-18,3,value,mobile,5.0,0.0,,,False,0.0,
U000090,2025-07-27,3,regular,mobile,4.0,0.0,,,False,0.0,
U000091,2025-12-06,2,value,web,3.0,0.0,,,False,0.0,
U000092,2025-10-17,1,value,web,2.0,0.0,,,False,0.0,
U000093,2025-09-10,3,value,mobile,6.0,1.0,2026-01-16T07:19:58,2026-01-16T07:19:58,False,10516.94,high
U000094,2025-07-24,2,regular,web,4.0,0.0,,,False,0.0,
U000095,2026-01-18,1,premium,web,2.0,0.0,,,False,0.0,
U000096,2025-10-31,2,value,web,1.0,0.0,,,False,0.0,
U000097,2025-09-23,3,value,mobile,2.0,0.0,,,False,0.0,
U000098,2025-09-09,2,value,mobile,2.0,0.0,,,False,0.0,
U000099,2025-12-30,3,value,web,2.0,0.0,,,False,0.0,
U000100,2025-12-12,3,regular,mobile,1.0,0.0,,,False,0.0,
U000101,2025-12-10,1,regular,web,3.0,1.0,2025-12-04T14:05:19,2025-12-04T14:05:19,False,6894.45,high
U000102,2025-10-30,3,regular,web,1.0,0.0,,,False,0.0,
U000103,2025-12-26,2,regular,web,1.0,0.0,,,False,0.0,
U000104,2025-08-25,2,regular,web,4.0,0.0,,,False,0.0,
U000105,2025-11-18,1,value,web,3.0,0.0,,,False,0.0,
U000106,2025-09-16,3,value,mobile,1.0,0.0,,,False,0.0,
U000107,2025-10-27,2,premium,web,4.0,0.0,,,False,0.0,
U000108,2026-01-19,1,regular,mobile,3.0,0.0,,,False,0.0,
U000109,2026-01-16,2,premium,web,3.0,0.0,,,False,0.0,
U000110,2025-10-09,1,premium,web,3.0,1.0,2025-12-16T01:26:55,2025-12-16T01:26:55,False,7500.35,high
U000111,2025-10-21,1,regular,web,3.0,0.0,,,False,0.0,
U000112,2025-12-28,2,premium,mobile,4.0,0.0,,,False,0.0,
U000113,2026-01-16,2,regular,mobile,2.0,1.0,2025-11-05T23:33:47,2025-11-05T23:33:47,False,4696.73,high
U000114,2025-12-03,3,value,web,5.0,1.0,2025-10-28T14:19:24,2025-10-28T14:19:24,False,7094.32,high
U000115,2025-07-07,2,value,web,3.0,0.0,,,False,0.0,
U000116,2025-08-30,3,value,web,3.0,0.0,,,False,0.0,
U000117,2025-12-28,2,value,mobile,3.0,0.0,,,False,0.0,
U000118,2025-12-01,2,regular,web,5.0,0.0,,,False,0.0,
U000119,2025-11-26,2,regular,mobile,4.0,0.0,,,False,0.0,
U000120,2025-11-10,2,regular,web,5.0,0.0,,,False,0.0,
U000121,2025-09-18,3,regular,web,1.0,0.0,,,False,0.0,
U000122,2025-09-16,2,value,mobile,3.0,0.0,,,False,0.0,
U000123,2025-12-10,1,regular,web,4.0,1.0,2026-01-14T22:52:55,2026-01-14T22:52:55,False,13081.56,high
U000124,2025-08-24,2,regular,web,3.0,0.0,,,False,0.0,
U000125,2025-11-14,3,value,mobile,6.0,0.0,,,False,0.0,
U000126,2025-11-22,1,value,web,1.0,0.0,,,False,0.0,
U000127,2025-12-17,2,value,web,2.0,0.0,,,False,0.0,
U000128,2025-08-29,3,value,web,2.0,0.0,,,False,0.0,
U000129,2025-11-26,3,regular,web,2.0,0.0,,,False,0.0,
U000130,2025-07-15,3,regular,mobile,3.0,0.0,,,False,0.0,
U000131,2025-07-22,2,regular,web,5.0,0.0,,,False,0.0,
U000132,2025-09-19,2,value,mobile,6.0,0.0,,,False,0.0,
U000133,2025-07-05,2,regular,mobile,3.0,0.0,,,False,0.0,
U000134,2026-01-08,3,regular,mobile,7.0,0.0,,,False,0.0,
U000135,2025-12-29,2,value,mobile,1.0,0.0,,,False,0.0,
U000136,2025-07-03,3,regular,mobile,1.0,0.0,,,False,0.0,
U000137,2025-12-16,2,regular,mobile,3.0,0.0,,,False,0.0,
U000138,2025-10-08,2,regular,web,2.0,0.0,,,False,0.0,
U000139,2025-11-17,3,value,web,1.0,0.0,,,False,0.0,
U000140,2025-12-26,2,regular,mobile,2.0,0.0,,,False,0.0,
U000141,2025-10-22,3,value,web,4.0,0.0,,,False,0.0,
U000142,2025-07-17,2,value,mobile,4.0,2.0,2025-12-16T23:21:24,2025-12-21T23:39:21,True,19102.239999999998,high
U000143,2025-06-23,2,value,web,4.0,0.0,,,False,0.0,
U000144,2025-10-05,2,premium,mobile,4.0,0.0,,,False,0.0,
U000145,2026-01-08,2,value,web,2.0,0.0,,,False,0.0,
U000146,2025-10-21,2,regular,mobile,3.0,1.0,2025-12-03T17:49:48,2025-12-03T17:49:48,False,5871.83,high
U000147,2025-09-09,1,value,web,5.0,0.0,,,False,0.0,
U000148,2025-06-29,1,premium,web,3.0,1.0,2025-11-23T00:50:48,2025-11-23T00:50:48,False,2405.75,high
U000149,2026-01-01,2,regular,mobile,2.0,0.0,,,False,0.0,
U000150,2025-08-31,2,premium,mobile,3.0,0.0,,,False,0.0,
U000151,2025-11-18,2,value,mobile,2.0,0.0,,,False,0.0,
U000152,2025-11-16,1,value,mobile,5.0,0.0,,,False,0.0,
U000153,2025-08-15,2,regular,web,2.0,0.0,,,False,0.0,
U000154,2025-07-06,1,value,mobile,1.0,0.0,,,False,0.0,
U000155,2025-09-12,3,regular,web,1.0,0.0,,,False,0.0,
U000156,2025-08-29,3,premium,web,3.0,0.0,,,False,0.0,
U000157,2025-11-17,1,regular,web,5.0,1.0,2026-01-04T15:20:57,2026-01-04T15:20:57,False,6058.84,high
U000158,2025-12-12,2,premium,web,2.0,0.0,,,False,0.0,
U000159,2025-08-09,1,regular,mobile,1.0,0.0,,,False,0.0,
U000160,2025-10-12,2,value,mobile,5.0,0.0,,,False,0.0,
U000161,2025-07-01,1,regular,web,3.0,0.0,,,False,0.0,
U000162,2025-08-07,2,value,mobile,2.0,0.0,,,False,0.0,
U000163,2025-11-30,2,regular,web,4.0,1.0,2025-12-15T20:22:28,2025-12-15T20:22:28,False,7014.68,high
U000164,2025-12-07,3,value,web,4.0,0.0,,,False,0.0,
U000165,2025-12-03,1,value,mobile,5.0,1.0,2025-10-29T01:48:15,2025-10-29T01:48:15,False,8193.03,high
U000166,2025-07-23,2,regular,web,1.0,0.0,,,False,0.0,
U000167,2025-10-17,3,value,web,4.0,0.0,,,False,0.0,
U000168,2025-09-20,3,value,mobile,2.0,2.0,2025-12-11T10:37:48,2025-10-23T11:12:57,True,5260.25,high
U000169,2026-01-17,2,regular,web,6.0,2.0,2025-12-01T04:26:15,2025-12-02T02:56:55,True,12280.47,high
U000170,2025-11-07,2,value,web,1.0,0.0,,,False,0.0,
U000171,2026-01-05,2,regular,mobile,7.0,0.0,,,False,0.0,
U000172,2025-07-23,2,value,web,6.0,0.0,,,False,0.0,
U000173,2025-09-26,3,value,mobile,4.0,0.0,,,False,0.0,
U000174,2025-12-02,2,value,mobile,1.0,0.0,,,False,0.0,
U000175,2025-09-08,2,regular,web,4.0,0.0,,,False,0.0,
U000176,2025-11-03,1,premium,web,2.0,0.0,,,False,0.0,
U000177,2025-10-08,2,value,web,3.0,0.0,,,False,0.0,
U000178,2026-01-17,3,premium,mobile,8.0,1.0,2025-11-25T09:53:13,2025-11-25T09:53:13,False,3139.82,high
U000179,2025-07-29,2,regular,web,6.0,1.0,2025-12-09T13:24:47,2025-12-09T13:24:47,False,3384.29,high
U000180,2026-01-05,2,regular,mobile,5.0,0.0,,,False,0.0,
U000181,2025-09-15,3,regular,web,3.0,0.0,,,False,0.0,
U000182,2025-09-29,3,regular,mobile,3.0,0.0,,,False,0.0,
U000183,2025-10-12,2,regular,web,8.0,0.0,,,False,0.0,
U000184,2025-08-18,2,regular,web,2.0,0.0,,,False,0.0,
U000185,2026-01-11,2,regular,web,1.0,0.0,,,False,0.0,
U000186,2025-12-31,2,value,mobile,1.0,0.0,,,False,0.0,
U000187,2026-01-13,2,value,mobile,3.0,1.0,2025-12-01T14:29:39,2025-12-01T14:29:39,False,12824.15,high
U000188,2026-01-18,1,regular,web,2.0,0.0,,,False,0.0,
U000189,2025-11-11,3,value,web,5.0,0.0,,,False,0.0,
U000190,2025-09-26,3,value,web,5.0,0.0,,,False,0.0,
U000191,2025-12-19,3,value,web,4.0,0.0,,,False,0.0,
U000192,2025-06-28,3,value,mobile,1.0,0.0,,,False,0.0,
U000193,2025-12-15,3,regular,mobile,3.0,0.0,,,False,0.0,
U000194,2025-10-05,3,regular,mobile,4.0,1.0,2026-01-15T22:53:20,2026-01-15T22:53:20,False,2848.01,high
U000195,2025-11-11,3,regular,web,4.0,0.0,,,False,0.0,
U000196,2025-09-09,2,value,web,3.0,1.0,2025-12-31T20:51:04,2025-12-31T20:51:04,False,2865.2,high
U000197,2025-09-08,2,regular,mobile,5.0,0.0,,,False,0.0,
U000198,2025-06-30,1,regular,web,6.0,2.0,2026-01-15T15:01:09,2025-12-12T01:00:34,True,20890.89,high
U000199,2025-09-20,2,regular,mobile,3.0,0.0,,,False,0.0,
U000200,2025-09-17,2,regular,web,2.0,0.0,,,False,0.0,
U000201,2025-08-09,2,regular,web,2.0,0.0,,,False,0.0,
U000202,2025-08-14,2,regular,mobile,2.0,0.0,,,False,0.0,
U000203,2025-10-24,2,premium,web,1.0,0.0,,,False,0.0,
U000204,2025-08-29,1,regular,mobile,2.0,1.0,2025-11-23T19:31:22,2025-11-23T19:31:22,False,10781.8,high
U000205,2025-12-14,3,regular,web,4.0,1.0,2025-11-23T19:54:59,2025-11-23T19:54:59,False,3467.37,high
U000206,2025-07-16,3,regular,web,3.0,1.0,2025-12-04T05:09:20,2025-12-04T05:09:20,False,13218.3,high
U000207,2025-10-22,1,value,web,2.0,1.0,2025-12-27T04:54:16,2025-12-27T04:54:16,False,11093.67,high
U000208,2025-07-27,1,premium,web,2.0,0.0,,,False,0.0,
U000209,2025-10-12,2,value,web,4.0,0.0,,,False,0.0,
U000210,2025-10-17,3,value,web,2.0,0.0,,,False,0.0,
U000211,2025-11-05,3,premium,mobile,2.0,1.0,2025-12-01T03:11:40,2025-12-01T03:11:40,False,11109.92,high
U000212,2025-09-21,1,regular,mobile,1.0,0.0,,,False,0.0,
U000213,2025-10-08,3,value,web,4.0,0.0,,,False,0.0,
U000214,2025-07-31,1,value,web,2.0,0.0,,,False,0.0,
U000215,2025-09-28,2,value,web,3.0,2.0,2025-11-01T19:18:39,2025-11-26T11:18:12,True,13159.98,high
U000216,2025-09-09,3,regular,mobile,5.0,0.0,,,False,0.0,
U000217,2025-11-10,1,value,mobile,4.0,1.0,2025-11-20T09:10:14,2025-11-20T09:10:14,False,1656.65,medium
U000218,2025-09-22,1,premium,web,6.0,0.0,,,False,0.0,
U000219,2025-12-04,2,premium,web,2.0,0.0,,,False,0.0,
U000220,2025-09-20,2,regular,web,2.0,0.0,,,False,0.0,
U000221,2025-08-11,3,regular,web,3.0,0.0,,,False,0.0,
U000222,2025-08-19,3,value,web,1.0,0.0,,,False,0.0,
U000223,2025-07-02,1,value,mobile,1.0,0.0,,,False,0.0,
U000224,2025-10-14,1,regular,web,2.0,1.0,2026-01-09T19:06:07,2026-01-09T19:06:07,False,11804.6,high
U000225,2025-12-14,3,value,web,4.0,0.0,,,False,0.0,
U000226,2025-12-01,2,value,web,5.0,0.0,,,False,0.0,
U000227,2025-09-23,3,value,mobile,5.0,2.0,2025-11-13T13:26:46,2025-12-17T11:34:39,True,10729.46,high
U000228,2025-08-03,2,value,web,1.0,0.0,,,False,0.0,
U000229,2025-12-21,1,regular,web,5.0,0.0,,,False,0.0,
U000230,2025-07-05,3,regular,web,4.0,0.0,,,False,0.0,
U000231,2025-09-15,1,regular,mobile,4.0,0.0,,,False,0.0,
U000232,2025-12-20,2,regular,web,6.0,0.0,,,False,0.0,
U000233,2025-09-14,2,regular,mobile,1.0,0.0,,,False,0.0,
U000234,2025-07-18,2,regular,web,2.0,0.0,,,False,0.0,
U000235,2025-08-18,2,regular,web,4.0,1.0,2025-11-23T05:42:22,2025-11-23T05:42:22,False,14063.86,high
U000236,2025-10-27,2,regular,mobile,5.0,0.0,,,False,0.0,
U000237,2025-07-25,3,value,mobile,2.0,0.0,,,False,0.0,
U000238,2025-11-07,3,premium,web,3.0,0.0,,,False,0.0,
U000239,2025-09-23,2,value,mobile,4.0,0.0,,,False,0.0,
U000240,2025-09-01,1,value,web,9.0,0.0,,,False,0.0,
U000241,2025-08-13,3,value,web,5.0,2.0,2025-11-24T19:13:57,2025-11-04T14:19:10,True,15728.330000000002,high
U000242,2025-12-13,3,regular,mobile,3.0,0.0,,,False,0.0,
U000243,2025-09-14,2,regular,mobile,4.0,0.0,,,False,0.0,
U000244,2025-11-25,2,regular,web,2.0,0.0,,,False,0.0,
U000245,2025-09-23,2,premium,mobile,3.0,0.0,,,False,0.0,
U000246,2025-07-12,1,value,web,5.0,1.0,2026-01-11T08:39:04,2026-01-11T08:39:04,False,3356.89,high
U000247,2025-09-23,2,regular,web,2.0,0.0,,,False,0.0,
U000248,2025-10-08,2,value,mobile,3.0,0.0,,,False,0.0,
U000249,2025-09-27,3,regular,web,6.0,2.0,2026-01-07T02:31:55,2025-11-03T09:30:12,True,9584.93,high
U000250,2025-12-11,3,value,mobile,3.0,1.0,2026-01-02T20:11:38,2026-01-02T20:11:38,False,3388.02,high
U000251,2025-12-31,3,value,mobile,3.0,0.0,,,False,0.0,
U000252,2025-12-05,2,regular,mobile,4.0,1.0,2025-10-22T10:11:15,2025-10-22T10:11:15,False,1049.49,medium
U000253,2025-10-23,2,regular,web,4.0,0.0,,,False,0.0,
U000254,2025-10-15,3,regular,mobile,2.0,0.0,,,False,0.0,
U000255,2025-11-05,3,regular,mobile,4.0,1.0,2025-11-09T04:17:13,2025-11-09T04:17:13,False,952.32,medium
U000256,2025-08-22,2,regular,mobile,4.0,2.0,2025-12-25T06:15:33,2025-10-21T14:41:34,True,5247.93,high
U000257,2025-12-10,3,regular,web,6.0,1.0,2026-01-16T21:38:10,2026-01-16T21:38:10,False,2335.03,high
U000258,2025-12-20,1,value,web,3.0,1.0,2026-01-12T11:55:50,2026-01-12T11:55:50,False,5082.46,high
U000259,2025-08-18,3,value,web,2.0,0.0,,,False,0.0,
U000260,2025-12-30,1,value,web,6.0,0.0,,,False,0.0,
U000261,2025-12-18,1,value,web,3.0,0.0,,,False,0.0,
U000262,2025-09-20,2,regular,mobile,7.0,0.0,,,False,0.0,
U000263,2025-12-31,1,regular,mobile,1.0,0.0,,,False,0.0,
U000264,2025-07-18,1,regular,web,2.0,0.0,,,False,0.0,
U000265,2025-06-29,1,regular,web,3.0,0.0,,,False,0.0,
U000266,2025-09-04,2,regular,mobile,2.0,0.0,,,False,0.0,
U000267,2025-10-20,3,regular,web,4.0,0.0,,,False,0.0,
U000268,2025-09-05,1,value,mobile,4.0,1.0,2025-10-26T05:46:16,2025-10-26T05:46:16,False,12085.23,high
U000269,2026-01-07,2,value,web,3.0,1.0,2025-11-17T12:31:43,2025-11-17T12:31:43,False,14770.29,high
U000270,2025-08-15,3,regular,web,1.0,0.0,,,False,0.0,
U000271,2025-08-21,1,regular,web,1.0,0.0,,,False,0.0,
U000272,2025-11-03,1,value,mobile,3.0,0.0,,,False,0.0,
U000273,2025-06-24,3,value,web,2.0,0.0,,,False,0.0,
U000274,2025-11-23,3,regular,mobile,8.0,0.0,,,False,0.0,
U000275,2025-09-10,2,regular,web,3.0,0.0,,,False,0.0,
U000276,2026-01-14,3,value,web,3.0,0.0,,,False,0.0,
U000277,2025-11-15,1,regular,mobile,2.0,0.0,,,False,0.0,
U000278,2025-07-04,2,premium,web,3.0,0.0,,,False,0.0,
U000279,2025-07-12,3,value,web,6.0,1.0,2025-10-28T03:54:51,2025-10-28T03:54:51,False,11794.02,high
U000280,2025-07-11,2,premium,web,6.0,1.0,2025-12-03T01:53:51,2025-12-03T01:53:51,False,4107.71,high
U000281,2026-01-09,3,value,mobile,6.0,1.0,2025-11-10T21:19:03,2025-11-10T21:19:03,False,14921.68,high
U000282,2025-11-14,2,regular,web,3.0,0.0,,,False,0.0,
U000283,2025-09-21,3,regular,web,3.0,0.0,,,False,0.0,
U000284,2025-08-04,2,value,mobile,2.0,0.0,,,False,0.0,
U000285,2025-12-23,2,premium,mobile,1.0,0.0,,,False,0.0,
U000286,2025-08-04,1,regular,mobile,2.0,0.0,,,False,0.0,
U000287,2025-11-18,1,premium,mobile,2.0,0.0,,,False,0.0,
U000288,2025-11-30,3,value,mobile,3.0,0.0,,,False,0.0,
U000289,2025-08-24,1,premium,web,6.0,1.0,2026-01-07T03:30:21,2026-01-07T03:30:21,False,11841.93,high
U000290,2025-10-07,1,premium,web,2.0,0.0,,,False,0.0,
U000291,2025-08-09,1,regular,mobile,4.0,0.0,,,False,0.0,
U000292,2025-09-11,1,value,mobile,7.0,1.0,2026-01-04T22:08:23,2026-01-04T22:08:23,False,17094.8,high
U000293,2026-01-12,3,regular,mobile,1.0,0.0,,,False,0.0,
U000294,2025-11-15,2,regular,mobile,2.0,0.0,,,False,0.0,
U000295,2025-12-18,3,premium,web,2.0,0.0,,,False,0.0,
U000296,2025-10-14,1,regular,web,2.0,0.0,,,False,0.0,
U000297,2025-08-12,2,value,mobile,5.0,0.0,,,False,0.0,
U000298,2025-11-20,2,value,web,5.0,0.0,,,False,0.0,
U000299,2025-10-06,2,regular,mobile,2.0,0.0,,,False,0.0,
U000300,2025-07-30,3,premium,mobile,2.0,0.0,,,False,0.0,
U000301,2025-09-18,3,value,web,5.0,1.0,2025-12-07T08:05:12,2025-12-07T08:05:12,False,11005.11,high
U000302,2025-11-03,3,regular,mobile,5.0,0.0,,,False,0.0,
U000303,2025-11-24,1,premium,mobile,3.0,0.0,,,False,0.0,
U000304,2025-08-13,1,value,mobile,2.0,0.0,,,False,0.0,
U000305,2025-12-24,2,value,web,4.0,0.0,,,False,0.0,
U000306,2025-09-11,2,regular,mobile,2.0,0.0,,,False,0.0,
U000307,2025-08-19,3,regular,web,3.0,0.0,,,False,0.0,
U000308,2025-08-03,2,value,web,7.0,1.0,2026-01-07T02:13:21,2026-01-07T02:13:21,False,9813.08,high
U000309,2025-12-09,2,regular,web,4.0,1.0,2025-12-24T08:10:01,2025-12-24T08:10:01,False,11822.71,high
U000310,2025-09-05,3,regular,mobile,2.0,0.0,,,False,0.0,
U000311,2025-10-02,3,premium,mobile,5.0,1.0,2025-11-19T05:11:16,2025-11-19T05:11:16,False,3238.92,high
U000312,2025-08-09,1,premium,web,4.0,0.0,,,False,0.0,
U000313,2025-11-14,1,regular,mobile,3.0,1.0,2025-12-25T10:38:54,2025-12-25T10:38:54,False,5173.74,high
U000314,2025-12-04,2,regular,web,2.0,0.0,,,False,0.0,
U000315,2025-09-02,2,value,mobile,2.0,0.0,,,False,0.0,
U000316,2026-01-07,2,regular,web,3.0,0.0,,,False,0.0,
U000317,2025-06-29,2,value,mobile,1.0,0.0,,,False,0.0,
U000318,2025-07-21,3,regular,web,4.0,0.0,,,False,0.0,
U000319,2025-10-25,3,value,mobile,3.0,0.0,,,False,0.0,
U000320,2025-11-17,2,regular,web,4.0,0.0,,,False,0.0,
U000321,2025-08-15,2,value,mobile,5.0,0.0,,,False,0.0,
U000322,2025-10-17,2,value,mobile,5.0,0.0,,,False,0.0,
U000323,2025-08-29,2,value,web,1.0,0.0,,,False,0.0,
U000324,2025-10-17,2,regular,web,1.0,0.0,,,False,0.0,
U000325,2025-11-08,2,regular,mobile,4.0,0.0,,,False,0.0,
U000326,2026-01-13,2,value,mobile,4.0,1.0,2025-12-25T04:16:08,2025-12-25T04:16:08,False,11084.73,high
U000327,2025-09-27,1,premium,web,1.0,0.0,,,False,0.0,
U000328,2025-11-06,1,premium,web,2.0,0.0,,,False,0.0,
U000329,2025-10-22,1,value,web,2.0,0.0,,,False,0.0,
U000330,2025-08-29,3,regular,mobile,3.0,0.0,,,False,0.0,
U000331,2025-08-15,2,regular,mobile,2.0,0.0,,,False,0.0,
U000332,2026-01-16,1,value,web,1.0,0.0,,,False,0.0,
U000333,2025-08-05,3,regular,mobile,2.0,0.0,,,False,0.0,
U000334,2025-12-06,2,value,mobile,4.0,0.0,,,False,0.0,
U000335,2025-07-24,2,premium,mobile,4.0,0.0,,,False,0.0,
U000336,2025-12-09,3,premium,web,3.0,2.0,2025-10-27T07:54:50,2025-12-05T01:04:40,True,15357.88,high
U000337,2025-08-01,1,regular,web,3.0,0.0,,,False,0.0,
